train_loss,epoch,step,val_loss,val_acc
0.44967806339263916,0,49,,
0.17851883172988892,0,99,,
0.28264933824539185,0,149,,
0.22753667831420898,0,199,,
0.08594968169927597,0,249,,
0.11359233409166336,0,299,,
0.04039861634373665,0,349,,
0.04084141552448273,0,399,,
0.17921093106269836,0,449,,
0.026345953345298767,0,499,,
0.02353278547525406,0,549,,
0.15627948939800262,0,599,,
0.07497893273830414,0,649,,
0.027377601712942123,0,699,,
0.19394448399543762,0,749,,
0.023937994614243507,0,799,,
0.011034034192562103,0,849,,
0.010018710047006607,0,899,,
,0,899,0.08993272483348846,0.9695833325386047
0.022764423862099648,1,949,,
0.024284256622195244,1,999,,
0.07377040386199951,1,1049,,
0.0704205334186554,1,1099,,
0.05710881948471069,1,1149,,
0.014115733094513416,1,1199,,
0.11970270425081253,1,1249,,
0.11575677245855331,1,1299,,
0.030363822355866432,1,1349,,
0.01374206691980362,1,1399,,
0.021144608035683632,1,1449,,
0.006028610747307539,1,1499,,
0.2085547000169754,1,1549,,
0.029140667989850044,1,1599,,
0.14374078810214996,1,1649,,
0.0337737500667572,1,1699,,
0.05116802081465721,1,1749,,
0.14224793016910553,1,1799,,
,1,1799,0.07725851982831955,0.9747222065925598
0.007508189417421818,2,1849,,
0.027422573417425156,2,1899,,
0.08507440239191055,2,1949,,
0.019753631204366684,2,1999,,
0.004735969007015228,2,2049,,
0.030210483819246292,2,2099,,
0.2630448043346405,2,2149,,
0.0547795295715332,2,2199,,
0.03724842146039009,2,2249,,
0.014012852683663368,2,2299,,
0.14532452821731567,2,2349,,
0.05317167192697525,2,2399,,
0.027260584756731987,2,2449,,
0.005660833790898323,2,2499,,
0.04269596189260483,2,2549,,
0.0026224686298519373,2,2599,,
0.03307962790131569,2,2649,,
0.005003641359508038,2,2699,,
,2,2699,0.07180205732584,0.9750000238418579
0.06802712380886078,3,2749,,
0.010509703308343887,3,2799,,
0.03139832988381386,3,2849,,
0.06598850339651108,3,2899,,
0.06862162053585052,3,2949,,
0.11716145277023315,3,2999,,
0.008471810258924961,3,3049,,
0.03625724837183952,3,3099,,
0.009863466024398804,3,3149,,
0.08536162227392197,3,3199,,
0.03746367245912552,3,3249,,
0.1197752133011818,3,3299,,
0.05544694885611534,3,3349,,
0.04595453292131424,3,3399,,
0.04084727540612221,3,3449,,
0.05347384512424469,3,3499,,
0.017645213752985,3,3549,,
0.12344174832105637,3,3599,,
,3,3599,0.06723853945732117,0.9758333563804626
0.01851499453186989,4,3649,,
0.005931562278419733,4,3699,,
0.07988904416561127,4,3749,,
0.027665354311466217,4,3799,,
0.0023342487402260303,4,3849,,
0.032180849462747574,4,3899,,
0.10669241845607758,4,3949,,
0.004976081661880016,4,3999,,
0.013536317273974419,4,4049,,
0.040419548749923706,4,4099,,
0.0063112275674939156,4,4149,,
0.015306062996387482,4,4199,,
0.017194336280226707,4,4249,,
0.00739704817533493,4,4299,,
0.012615745887160301,4,4349,,
0.002857316518202424,4,4399,,
0.09535617381334305,4,4449,,
0.009757649153470993,4,4499,,
,4,4499,0.0666208490729332,0.9784722328186035
0.06351920962333679,5,4549,,
0.07484576106071472,5,4599,,
0.020666219294071198,5,4649,,
0.12915147840976715,5,4699,,
0.02306482382118702,5,4749,,
0.04404877871274948,5,4799,,
0.1493556648492813,5,4849,,
0.005213694181293249,5,4899,,
0.0033689241390675306,5,4949,,
0.08960244804620743,5,4999,,
0.013106033205986023,5,5049,,
0.026135163381695747,5,5099,,
0.02141457423567772,5,5149,,
0.009522346779704094,5,5199,,
0.08949452638626099,5,5249,,
0.009244601242244244,5,5299,,
0.02343948744237423,5,5349,,
0.03740397468209267,5,5399,,
,5,5399,0.06863908469676971,0.9791666865348816
0.14033567905426025,6,5449,,
0.009497612714767456,6,5499,,
0.004855964332818985,6,5549,,
0.011662021279335022,6,5599,,
0.06155705451965332,6,5649,,
0.0785583034157753,6,5699,,
0.0492066890001297,6,5749,,
0.009176298975944519,6,5799,,
0.02501470409333706,6,5849,,
0.00653219735249877,6,5899,,
0.04891021177172661,6,5949,,
0.07515020668506622,6,5999,,
0.007358985021710396,6,6049,,
0.07593021541833878,6,6099,,
0.002916560508310795,6,6149,,
0.03300468251109123,6,6199,,
0.1141473725438118,6,6249,,
0.050072383135557175,6,6299,,
,6,6299,0.07762786000967026,0.9759722352027893
0.0020411303266882896,7,6349,,
0.00865953229367733,7,6399,,
0.008734077215194702,7,6449,,
0.05119342729449272,7,6499,,
0.003753786440938711,7,6549,,
0.015554019249975681,7,6599,,
0.0054958658292889595,7,6649,,
0.05450659990310669,7,6699,,
0.012483513914048672,7,6749,,
0.0019349087961018085,7,6799,,
0.11842425167560577,7,6849,,
0.039106301963329315,7,6899,,
0.13754142820835114,7,6949,,
0.018131636083126068,7,6999,,
0.03318687155842781,7,7049,,
0.005858692806214094,7,7099,,
0.06806937605142593,7,7149,,
0.02066643349826336,7,7199,,
,7,7199,0.07723980396986008,0.9770833253860474
0.009481863118708134,8,7249,,
0.02137734368443489,8,7299,,
0.00658379215747118,8,7349,,
0.004632098600268364,8,7399,,
