train_loss,epoch,step,val_loss,val_acc
0.5340678095817566,0,49,,
0.4774753153324127,0,99,,
0.359864741563797,0,149,,
0.12743394076824188,0,199,,
0.25165900588035583,0,249,,
0.11316433548927307,0,299,,
0.08464112132787704,0,349,,
0.06914471834897995,0,399,,
0.038790635764598846,0,449,,
0.056459929794073105,0,499,,
0.02803722955286503,0,549,,
0.04370491951704025,0,599,,
0.18115009367465973,0,649,,
0.11640432476997375,0,699,,
0.08506359159946442,0,749,,
0.2229837030172348,0,799,,
0.11288528144359589,0,849,,
0.015021264553070068,0,899,,
,0,899,0.08831290155649185,0.9712499976158142
0.1537003070116043,1,949,,
0.09759318083524704,1,999,,
0.12498060613870621,1,1049,,
0.03746751695871353,1,1099,,
0.02872142381966114,1,1149,,
0.04275957867503166,1,1199,,
0.06295706331729889,1,1249,,
0.07056533545255661,1,1299,,
0.019467420876026154,1,1349,,
0.14766989648342133,1,1399,,
0.00936165452003479,1,1449,,
0.05641892924904823,1,1499,,
0.08126604557037354,1,1549,,
0.020978184416890144,1,1599,,
0.024642113596200943,1,1649,,
0.09488686919212341,1,1699,,
0.014641467481851578,1,1749,,
0.09310976415872574,1,1799,,
,1,1799,0.07812751084566116,0.9745833277702332
0.06303653866052628,2,1849,,
0.15289701521396637,2,1899,,
0.05641840025782585,2,1949,,
0.05907079577445984,2,1999,,
0.030302343890070915,2,2049,,
0.016996003687381744,2,2099,,
0.014135678298771381,2,2149,,
0.0269450843334198,2,2199,,
0.012488136067986488,2,2249,,
0.14086198806762695,2,2299,,
0.008074531331658363,2,2349,,
0.0865248441696167,2,2399,,
0.022305170074105263,2,2449,,
0.053372617810964584,2,2499,,
0.08471446484327316,2,2549,,
0.024733761325478554,2,2599,,
0.06747297942638397,2,2649,,
0.03275173157453537,2,2699,,
,2,2699,0.07549690455198288,0.9741666913032532
0.029144994914531708,3,2749,,
0.05716973915696144,3,2799,,
0.06896533817052841,3,2849,,
0.028096025809645653,3,2899,,
0.0215703584253788,3,2949,,
0.012446179986000061,3,2999,,
0.03198959678411484,3,3049,,
0.03344344347715378,3,3099,,
0.05991904437541962,3,3149,,
0.02037615329027176,3,3199,,
0.0071877967566251755,3,3249,,
0.010040941648185253,3,3299,,
0.1060386672616005,3,3349,,
0.02762751467525959,3,3399,,
0.02672538533806801,3,3449,,
0.03482738509774208,3,3499,,
0.00949305109679699,3,3549,,
0.13707979023456573,3,3599,,
,3,3599,0.07555067539215088,0.9747222065925598
0.009958378039300442,4,3649,,
0.006473539397120476,4,3699,,
0.0028716204687952995,4,3749,,
0.052354179322719574,4,3799,,
0.03336932510137558,4,3849,,
0.004190415143966675,4,3899,,
0.05268307402729988,4,3949,,
0.0062184883281588554,4,3999,,
0.005682033486664295,4,4049,,
0.014780361205339432,4,4099,,
0.001617955043911934,4,4149,,
0.02170640602707863,4,4199,,
0.016740264371037483,4,4249,,
0.0013119112700223923,4,4299,,
0.16195912659168243,4,4349,,
0.0026530753821134567,4,4399,,
0.04197341948747635,4,4449,,
0.01859324984252453,4,4499,,
,4,4499,0.07279516756534576,0.976805567741394
0.0034614300820976496,5,4549,,
0.00839364156126976,5,4599,,
0.014624809846282005,5,4649,,
0.020513616502285004,5,4699,,
0.022359615191817284,5,4749,,
0.033181264996528625,5,4799,,
0.024187535047531128,5,4849,,
0.024108486250042915,5,4899,,
0.08098697662353516,5,4949,,
0.024199115112423897,5,4999,,
0.01132930163294077,5,5049,,
0.00882259476929903,5,5099,,
0.006396750919520855,5,5149,,
0.03992415964603424,5,5199,,
0.1210702583193779,5,5249,,
0.02587844990193844,5,5299,,
0.017483001574873924,5,5349,,
0.015020535327494144,5,5399,,
,5,5399,0.07319144904613495,0.9769444465637207
0.002229836769402027,6,5449,,
0.049045026302337646,6,5499,,
0.09723734855651855,6,5549,,
0.0031814114190638065,6,5599,,
0.0061019230633974075,6,5649,,
0.00876528024673462,6,5699,,
0.0030320053920149803,6,5749,,
0.03516141697764397,6,5799,,
0.003350051585584879,6,5849,,
0.0073397341184318066,6,5899,,
0.04188672453165054,6,5949,,
0.0007741308654658496,6,5999,,
0.050634030252695084,6,6049,,
0.0025601517409086227,6,6099,,
0.02399943582713604,6,6149,,
0.03215385600924492,6,6199,,
0.010968482121825218,6,6249,,
0.012815441004931927,6,6299,,
,6,6299,0.08009412884712219,0.976527750492096
0.0017928173765540123,7,6349,,
0.00998238380998373,7,6399,,
0.001881708623841405,7,6449,,
0.004008288495242596,7,6499,,
0.016933197155594826,7,6549,,
0.03785422444343567,7,6599,,
0.0021905251778662205,7,6649,,
0.011874348856508732,7,6699,,
0.014382719062268734,7,6749,,
0.015187179669737816,7,6799,,
0.006522117182612419,7,6849,,
0.15529599785804749,7,6899,,
0.002895012963563204,7,6949,,
0.12515388429164886,7,6999,,
0.0015776774380356073,7,7049,,
0.0005017319926992059,7,7099,,
0.001493744901381433,7,7149,,
0.0015728852013126016,7,7199,,
,7,7199,0.08699123561382294,0.977222204208374
0.05494251474738121,8,7249,,
0.0026698110159486532,8,7299,,
0.004788673482835293,8,7349,,
0.012814579531550407,8,7399,,
0.000486488250317052,8,7449,,
0.0006585982046090066,8,7499,,
0.004529133439064026,8,7549,,
0.0005521391867659986,8,7599,,
0.00123503222130239,8,7649,,
0.010804561898112297,8,7699,,
0.001357245142571628,8,7749,,
0.009435446001589298,8,7799,,
0.012734814547002316,8,7849,,
0.0023446143604815006,8,7899,,
0.01590382121503353,8,7949,,
0.0019298477564007044,8,7999,,
0.003156534628942609,8,8049,,
0.008174809627234936,8,8099,,
,8,8099,0.08905903995037079,0.9747222065925598
0.0013283045263960958,9,8149,,
0.0009891005465760827,9,8199,,
0.0005240161553956568,9,8249,,
