train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.06483658403158188,0,49,,,,
0.4002591371536255,0,99,,,,
0.21681202948093414,0,149,,,,
0.19837315380573273,0,199,,,,
0.08344283699989319,0,249,,,,
0.1215633749961853,0,299,,,,
0.11587797850370407,0,349,,,,
0.2893347442150116,0,399,,,,
0.1577446460723877,0,449,,,,
0.15970192849636078,0,499,,,,
0.3616026043891907,0,549,,,,
0.13713741302490234,0,599,,,,
0.1062248945236206,0,649,,,,
0.07210063934326172,0,699,,,,
0.5792096257209778,0,749,,,,
0.05812200903892517,0,799,,,,
0.1261308193206787,0,849,,,,
0.012947572395205498,0,899,,,,
,0,899,0.140572652220726,0.9506944417953491,,
0.12292329967021942,1,949,,,,
0.17934288084506989,1,999,,,,
0.26119768619537354,1,1049,,,,
0.020269688218832016,1,1099,,,,
0.04610694199800491,1,1149,,,,
0.25119972229003906,1,1199,,,,
0.08759630471467972,1,1249,,,,
0.016252100467681885,1,1299,,,,
0.33909013867378235,1,1349,,,,
0.04188135266304016,1,1399,,,,
0.17571479082107544,1,1449,,,,
0.01668481156229973,1,1499,,,,
0.11256452649831772,1,1549,,,,
0.03003503568470478,1,1599,,,,
0.04126767814159393,1,1649,,,,
0.03630648925900459,1,1699,,,,
0.06939803063869476,1,1749,,,,
0.1115594133734703,1,1799,,,,
,1,1799,0.12145490199327469,0.9597222208976746,,
0.017175426706671715,2,1849,,,,
0.16371816396713257,2,1899,,,,
0.08201981335878372,2,1949,,,,
0.05867771804332733,2,1999,,,,
0.036079756915569305,2,2049,,,,
0.32513555884361267,2,2099,,,,
0.17757192254066467,2,2149,,,,
0.04167242348194122,2,2199,,,,
0.05892974138259888,2,2249,,,,
0.1159127876162529,2,2299,,,,
0.2003200203180313,2,2349,,,,
0.02454572357237339,2,2399,,,,
0.07804160565137863,2,2449,,,,
0.04276929423213005,2,2499,,,,
0.03156560659408569,2,2549,,,,
0.18599940836429596,2,2599,,,,
0.3172619044780731,2,2649,,,,
0.01703524962067604,2,2699,,,,
,2,2699,0.14358098804950714,0.9505555629730225,,
0.15729722380638123,3,2749,,,,
0.19292862713336945,3,2799,,,,
0.011381913907825947,3,2849,,,,
0.0927223339676857,3,2899,,,,
0.09386208653450012,3,2949,,,,
0.04242502897977829,3,2999,,,,
0.025538679212331772,3,3049,,,,
0.015449977479875088,3,3099,,,,
0.03481598198413849,3,3149,,,,
0.01238399837166071,3,3199,,,,
0.08094900846481323,3,3249,,,,
0.05646204203367233,3,3299,,,,
0.31313809752464294,3,3349,,,,
0.07188241928815842,3,3399,,,,
0.04656464606523514,3,3449,,,,
0.029006347060203552,3,3499,,,,
0.30831673741340637,3,3549,,,,
0.11961596459150314,3,3599,,,,
,3,3599,0.11842405050992966,0.9604166746139526,,
0.03608997166156769,4,3649,,,,
0.007484265603125095,4,3699,,,,
0.1656774878501892,4,3749,,,,
0.023042775690555573,4,3799,,,,
0.05578606575727463,4,3849,,,,
0.1735924929380417,4,3899,,,,
0.009821812622249126,4,3949,,,,
0.309564471244812,4,3999,,,,
0.014347060583531857,4,4049,,,,
0.0457427091896534,4,4099,,,,
0.08324924856424332,4,4149,,,,
0.004877075087279081,4,4199,,,,
0.08458524197340012,4,4249,,,,
0.2761458456516266,4,4299,,,,
0.021801086142659187,4,4349,,,,
0.2386711835861206,4,4399,,,,
0.04427143186330795,4,4449,,,,
0.10663767904043198,4,4499,,,,
,4,4499,0.11015180498361588,0.9623610973358154,,
0.007232348434627056,5,4549,,,,
0.11605999618768692,5,4599,,,,
0.2025853544473648,5,4649,,,,
0.05244690179824829,5,4699,,,,
0.043769560754299164,5,4749,,,,
0.011840573512017727,5,4799,,,,
0.024676641449332237,5,4849,,,,
0.02181622013449669,5,4899,,,,
0.11644409596920013,5,4949,,,,
0.05876888707280159,5,4999,,,,
0.006621591281145811,5,5049,,,,
0.009293177165091038,5,5099,,,,
