train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.052948080003261566,0,49,,,,
0.3951762318611145,0,99,,,,
0.22263605892658234,0,149,,,,
0.2171618789434433,0,199,,,,
0.08976970613002777,0,249,,,,
0.10907407104969025,0,299,,,,
0.0867069661617279,0,349,,,,
0.3091382086277008,0,399,,,,
0.17999394237995148,0,449,,,,
0.13935957849025726,0,499,,,,
0.39128929376602173,0,549,,,,
0.14338168501853943,0,599,,,,
0.10710255801677704,0,649,,,,
0.09133321046829224,0,699,,,,
0.5890605449676514,0,749,,,,
0.07704508304595947,0,799,,,,
0.1016080379486084,0,849,,,,
0.009922757744789124,0,899,,,,
,0,899,0.14111760258674622,0.9511111378669739,,
0.13655759394168854,1,949,,,,
0.19320538640022278,1,999,,,,
0.2716081142425537,1,1049,,,,
0.022891178727149963,1,1099,,,,
0.04296353459358215,1,1149,,,,
0.2658350467681885,1,1199,,,,
0.08984550833702087,1,1249,,,,
0.015237445011734962,1,1299,,,,
0.34954673051834106,1,1349,,,,
0.0588977187871933,1,1399,,,,
0.1563677340745926,1,1449,,,,
0.01799747720360756,1,1499,,,,
0.09098726511001587,1,1549,,,,
0.03026670776307583,1,1599,,,,
0.05338488891720772,1,1649,,,,
0.05566513538360596,1,1699,,,,
0.07223231345415115,1,1749,,,,
0.10421489179134369,1,1799,,,,
,1,1799,0.11472885310649872,0.9593055844306946,,
0.0205579474568367,2,1849,,,,
0.2046108841896057,2,1899,,,,
0.06773938983678818,2,1949,,,,
0.06623288244009018,2,1999,,,,
0.03722681477665901,2,2049,,,,
0.35330459475517273,2,2099,,,,
0.1627662628889084,2,2149,,,,
0.026562996208667755,2,2199,,,,
0.0590125247836113,2,2249,,,,
0.13146764039993286,2,2299,,,,
0.21448543667793274,2,2349,,,,
0.03467441722750664,2,2399,,,,
0.06905964016914368,2,2449,,,,
0.05910360440611839,2,2499,,,,
0.020347103476524353,2,2549,,,,
0.2482272982597351,2,2599,,,,
0.4133845269680023,2,2649,,,,
0.022383220493793488,2,2699,,,,
,2,2699,0.1615222543478012,0.9436110854148865,,
0.15076494216918945,3,2749,,,,
0.15195250511169434,3,2799,,,,
0.008391081355512142,3,2849,,,,
0.0894051268696785,3,2899,,,,
0.08365444839000702,3,2949,,,,
0.06035175174474716,3,2999,,,,
0.04238572344183922,3,3049,,,,
0.01544076856225729,3,3099,,,,
0.03480643779039383,3,3149,,,,
0.01109270565211773,3,3199,,,,
0.04443202540278435,3,3249,,,,
0.03846227377653122,3,3299,,,,
0.31851914525032043,3,3349,,,,
0.05211060866713524,3,3399,,,,
0.05343863368034363,3,3449,,,,
0.031437091529369354,3,3499,,,,
0.3235222101211548,3,3549,,,,
0.12032041698694229,3,3599,,,,
,3,3599,0.11201026290655136,0.9620833396911621,,
0.036278702318668365,4,3649,,,,
0.006977746728807688,4,3699,,,,
0.1901877522468567,4,3749,,,,
0.014418515376746655,4,3799,,,,
0.07213816046714783,4,3849,,,,
0.10638171434402466,4,3899,,,,
0.0038080704398453236,4,3949,,,,
0.25609150528907776,4,3999,,,,
0.013099356554448605,4,4049,,,,
0.028454763814806938,4,4099,,,,
0.1287013739347458,4,4149,,,,
0.010752499103546143,4,4199,,,,
0.11212415993213654,4,4249,,,,
0.31739532947540283,4,4299,,,,
0.018354933708906174,4,4349,,,,
0.27745911478996277,4,4399,,,,
0.03880397975444794,4,4449,,,,
0.07480324804782867,4,4499,,,,
,4,4499,0.1016467958688736,0.9661111235618591,,
0.004379492253065109,5,4549,,,,
0.11222193390130997,5,4599,,,,
0.17067307233810425,5,4649,,,,
0.03607018664479256,5,4699,,,,
0.025232739746570587,5,4749,,,,
0.0425354540348053,5,4799,,,,
0.02697335183620453,5,4849,,,,
0.019907936453819275,5,4899,,,,
0.09745538234710693,5,4949,,,,
0.0757429450750351,5,4999,,,,
0.010380672290921211,5,5049,,,,
0.008256862871348858,5,5099,,,,
0.04983888193964958,5,5149,,,,
0.18948502838611603,5,5199,,,,
0.07811974734067917,5,5249,,,,
0.08083037286996841,5,5299,,,,
0.010474116541445255,5,5349,,,,
0.2729227542877197,5,5399,,,,
,5,5399,0.13219980895519257,0.9599999785423279,,
0.20438790321350098,6,5449,,,,
0.04148280620574951,6,5499,,,,
0.027652908116579056,6,5549,,,,
0.017054930329322815,6,5599,,,,
0.1556977480649948,6,5649,,,,
0.10894152522087097,6,5699,,,,
0.04389739781618118,6,5749,,,,
0.05348849296569824,6,5799,,,,
0.02145352214574814,6,5849,,,,
0.10596685111522675,6,5899,,,,
0.01007367204874754,6,5949,,,,
0.025923047214746475,6,5999,,,,
0.010649699717760086,6,6049,,,,
0.015394103713333607,6,6099,,,,
0.0397641696035862,6,6149,,,,
0.16884267330169678,6,6199,,,,
0.34559041261672974,6,6249,,,,
0.09438566863536835,6,6299,,,,
,6,6299,0.1114111840724945,0.9626389145851135,,
0.07186976820230484,7,6349,,,,
0.01370364148169756,7,6399,,,,
0.24604244530200958,7,6449,,,,
0.035471223294734955,7,6499,,,,
0.013187396340072155,7,6549,,,,
0.010319311171770096,7,6599,,,,
0.03075549565255642,7,6649,,,,
0.07799619436264038,7,6699,,,,
0.0034032047260552645,7,6749,,,,
0.006637727841734886,7,6799,,,,
0.006548759061843157,7,6849,,,,
0.09723091125488281,7,6899,,,,
0.030993200838565826,7,6949,,,,
0.005025818012654781,7,6999,,,,
0.14403235912322998,7,7049,,,,
0.23611371219158173,7,7099,,,,
0.041177988052368164,7,7149,,,,
0.007956956513226032,7,7199,,,,
,7,7199,0.09437007457017899,0.9686111211776733,,
0.004720570985227823,8,7249,,,,
0.11385589838027954,8,7299,,,,
0.05119150131940842,8,7349,,,,
